ID	CTLi_RNAseq_rep1	CTLi_RNAseq_rep2	CTLi_RNAseq_rep3	SPT6i_RNAseq_rep1	SPT6i_RNAseq_rep2	SPT6i_RNAseq_rep3
ATL1	2.11832	2.46088	2.25374	-0.00912745	0.159249	0.354691
ATN1	3.64922	3.55715	3.73019	4.63469	4.66731	4.8705
ATP10B	3.05778	3.26801	3.10747	-0.907273	-1.24239	-0.0788352
ATP10D	3.88638	3.97154	4.0257	2.57172	2.69221	2.71429
ATP11A	2.42732	2.64113	2.1046	4.20701	4.18618	4.60002
ATP12A	7.68056	7.46796	6.85799	2.80298	3.87361	4.12378
ATP13A3	2.92882	3.05497	2.84493	4.98216	4.82583	5.04879
ATP13A4	1.60968	2.20536	2.0151	-4.61663	-3.84949	-3.6434
ATP1A1	5.99872	6.09591	6.24409	7.58074	7.7227	7.89485
ATP1A1-AS1	-2.32647	-1.68892	-2.11043	-0.133291	0.229382	-0.387697
ATP2B4	5.47133	5.27834	5.12027	2.45706	2.56206	2.51874
ATP2C2	3.6046	3.54126	3.40304	-3.26629	-3.28773	-2.43341
ATP5MC2	4.30793	4.57371	4.37164	3.20857	3.32507	3.19879
ATP5MF-PTCD1	0.0903921	0.269849	-0.0803836	1.28804	1.28817	1.44295
ATP5MG	5.43342	5.57946	5.48693	6.67959	6.67053	6.17899
ATP6AP1	5.39779	5.55386	5.45225	7.1431	7.21411	7.03701
ATP6AP1L	-2.23587	-1.43662	-2.25885	1.18107	1.15329	1.10352
ATP6AP2	5.45235	5.60741	5.4767	7.02819	7.00307	6.74265
ATP6V0A1	4.57855	4.81897	4.46179	3.07956	3.19098	3.49158
ATP6V0B	5.33488	4.97126	5.24398	6.95842	7.22005	6.73746
ATP6V1C1	2.90527	3.27778	2.82041	4.46047	4.44344	4.44325
ATP6V1C2	6.48725	6.51873	6.3854	-1.24959	-1.78869	-1.37515
ATP6V1FNB	-2.90916	-2.96973	-3.00253	-0.559297	-0.787098	-0.396586
ATP6V1G1	5.97716	6.06016	5.84209	7.60914	7.40821	7.06613
ATP6V1H	5.09783	5.11777	4.7604	6.05805	6.08934	6.12866
ATP7B	-0.446352	-0.538847	-0.714989	-1.86263	-1.85083	-1.36104
ATP8B3	-2.97176	-3.60902	-2.89852	-5.11309	-5.77478	-5.74927
ATP9A	2.0442	2.2725	2.06651	3.63006	3.49156	3.7117
ATPAF1	2.71993	2.77434	2.66146	4.48234	4.47534	4.2495
ATPAF2	2.8312	2.55169	2.74248	3.80798	3.93149	3.87698
ATPSCKMT	0.216454	0.697457	0.0976136	1.60749	1.68128	1.71711
ATR	0.915179	1.38548	0.833312	2.32551	2.34541	2.34394
ATRAID	4.0031	4.24311	4.11433	6.32436	6.36166	5.95218
ATXN1	1.57057	1.42652	1.43096	2.64086	2.49171	2.88072
ATXN1-AS1	-0.444156	-0.341511	-0.293806	2.64526	2.42544	2.55114
ATXN1L	2.92664	3.0109	2.88939	4.52032	4.37037	4.39121
ATXN2	2.41597	2.41355	2.35636	3.50028	3.30447	3.88585
ATXN7	1.54823	1.739	1.51874	2.61583	2.5069	2.908
ATXN7L3	4.26521	4.33638	4.25933	5.74303	5.67372	5.67128
AUH	1.41904	1.49709	1.20658	2.88841	2.81697	2.70168
AURKB	0.167928	0.689926	1.13414	-2.18151	-1.62082	-1.54468
AURKC	-0.708321	-1.32411	-0.824413	0.928893	1.06545	0.853273
AUTS2	0.650062	1.27017	0.731004	-1.78874	-1.40052	-1.20254
AVIL	-2.53407	-1.7135	-1.73001	-0.0724574	0.212161	0.538943
AVL9	2.14564	2.15021	1.9338	3.23032	3.22694	3.27784
AZGP1	8.90377	9.24591	8.40078	3.51727	3.94095	5.58626
B2M	6.75859	7.49839	6.99397	11.6748	11.1975	10.1576
B3GALT4	1.75798	1.7124	1.94678	4.49994	4.65681	4.40201
B3GALT6	0.949564	1.02119	0.620956	2.38584	2.62119	2.66933
B3GAT3	1.91221	2.18746	1.94138	4.946	5.28851	4.76933
B3GNT10	-1.20739	-0.665297	-1.59294	0.894547	0.625167	0.628245
B3GNT2	3.34626	3.56486	3.4905	5.05972	5.09397	5.20941
B3GNT4	0.0926778	-0.558975	0.0743204	-1.50465	-1.72376	-2.14236
B3GNT8	3.46381	2.48378	3.17574	0.848688	0.819472	1.12159
B4GALT1	5.20095	5.00384	5.17851	6.49043	6.37365	6.51545
B4GALT1-AS1	-0.332816	-0.731144	-0.98546	2.52505	2.76149	2.67374
B4GALT2	3.2861	3.34687	3.40322	1.70063	1.92984	1.82158
B4GALT4	3.3845	3.20143	3.16023	5.68	5.63915	5.39198
B4GALT5	2.89941	3.16776	3.04825	4.41435	4.18121	4.19113
BAALC-AS1	-3.88235	-4.30549	-4.90533	-0.218169	-0.242437	-0.342453
BABAM1	4.22494	4.21462	4.51423	5.72845	5.92905	5.76474
BACE1	1.39161	1.92057	1.42652	0.432542	0.429116	0.264536
BACE2	1.46678	1.45004	1.60405	4.79748	4.65189	4.46004
BACH2	-1.65154	-0.781905	-1.9232	1.06682	0.809397	0.975993
BAG1	3.95671	4.19076	3.95749	5.77931	5.84017	5.67858
BAG4	1.23739	1.41822	1.37392	3.11033	2.9313	3.044
BAHD1	2.46393	2.66144	2.48293	3.53826	3.5163	3.68604
BAIAP2L1	3.70266	3.56998	3.76185	5.62962	5.48225	5.67262
BAK1	4.72411	4.46745	4.50157	3.30993	3.57404	3.23317
BAMBI	1.56315	2.16816	1.90825	4.5553	4.96026	4.43018
BANF1	3.69528	4.26881	4.0197	5.10755	5.1193	4.9545
BARD1	-0.927593	-0.811707	-0.832256	0.396739	0.365518	0.415223
BAX	4.31834	4.46609	4.28952	5.39962	5.57418	5.13438
BAZ1A	3.6203	3.55562	3.68238	4.78069	4.58161	4.77676
BAZ1B	2.84139	3.22457	2.81087	4.37146	4.17736	4.24388
BAZ2B	2.12611	2.38285	1.95414	3.80899	3.52984	3.77109
BBC3	0.67878	1.2445	0.803356	4.01382	4.12499	3.9504
BBOX1	2.87621	3.60733	3.46255	-3.46004	-1.72942	-1.58843
BBS1	1.9321	1.97697	1.76531	3.82933	3.95094	3.85606
BBS10	1.38282	1.92296	1.35218	2.98961	2.84898	2.82387
BBS12	-0.680416	-0.337044	-0.0695258	2.15445	1.89738	1.98869
BBS4	0.575574	1.59519	0.633213	3.18404	3.17438	2.87843
BBS7	1.76198	1.88581	1.74388	0.666372	0.671251	0.866691
BBX	1.87448	2.27065	1.84827	3.205	2.95992	3.18383
BCAM	5.62546	5.09394	5.63689	2.02237	2.65083	2.93481
BCAP29	1.58879	2.25472	1.87198	3.45188	3.31173	3.30478
BCAP31	5.53458	5.62445	5.91035	7.45265	7.57664	7.4293
BCAR3	2.37436	1.93674	2.30921	3.90172	3.94095	3.94376
BCAS2	4.02284	4.2874	4.06533	5.94751	5.85807	5.69702
BCAS3	1.33731	1.89746	1.61019	3.01602	2.9019	3.19978
BCCIP	2.97708	3.07147	3.01661	4.51011	4.47282	4.12516
BCDIN3D	0.385106	0.787153	0.546938	1.77113	1.71979	1.59453
BCL10	3.04087	2.722	2.8518	4.21927	3.94335	4.02493
BCL11A	-1.15971	0.814037	-0.841655	-5.89427	-6.33358	-5.19258
BCL2L10	0.169714	0.526183	0.614881	-3.24292	-1.94526	-2.33478
BCL2L11	0.68597	0.0650989	0.739119	4.21362	3.90003	4.16333
BCL2L12	1.0068	1.06429	1.46592	3.8476	4.00261	3.62785
BCL2L2	4.86817	4.81979	4.76684	1.56189	1.89838	1.41131
BCL6	2.31803	2.43318	2.62385	3.47142	3.50806	3.68662
BCLAF1	3.27549	3.79243	3.36175	4.8053	4.76512	4.862
BCLAF3	-0.425554	-0.0801788	-0.553776	0.913205	0.631815	1.17647
BCO2	2.31393	2.45735	1.8117	0.101369	0.00255548	0.703068
BCRP3	-2.78721	-1.11743	-2.36125	0.913203	0.955997	0.92964
BCS1L	1.03981	1.53885	1.57743	2.44811	2.70368	2.55819
BCYRN1	4.93762	4.34238	4.68935	2.31318	2.14805	2.22801
BDKRB1	2.36883	2.13833	2.76088	-1.49271	-0.446586	0.0195012
BDKRB2	2.70657	2.74533	2.9938	1.38741	1.5361	1.64599
BDNF-AS	-4.13946	-2.75958	-3.18618	0.994185	0.95049	0.419589
BECN1	4.7972	4.94924	4.92742	5.98015	6.04965	6.06214
BEND3P3	-1.82244	-1.31068	-1.97869	0.0217554	-0.260008	-0.0568506
BEST1	-1.61005	-1.62007	-0.635055	1.1214	1.35365	2.09734
BEST3	-7.77406	-8.1972	-6.79704	-4.54284	-3.60363	-3.75499
BET1L	3.07932	3.20028	3.39324	4.43437	4.40908	4.30525
BEX2	0.967541	1.43797	0.886902	-0.107416	0.0914643	-0.210001
BEX3	5.72192	6.03233	5.97705	3.20328	3.4882	3.22404
BFAR	2.25514	2.73255	2.33595	4.21047	4.27466	4.17541
BFSP1	-2.17594	-1.9072	-1.06647	1.5875	1.57661	1.91604
BHLHE40-AS1	-2.61693	-1.71814	-1.76544	2.1168	1.79688	1.65702
BHMG1	-5.70495	-5.12809	-5.14297	-3.62574	-3.91304	-3.50901
BICC1	0.778245	0.0862884	0.886194	-4.14896	-3.48873	-3.97779
BICD2	6.69682	6.70089	6.32655	4.30372	4.41559	4.56465
BICRAL	0.317592	1.08529	0.45442	2.17333	1.99815	2.17727
BID	2.28593	1.87097	2.30609	3.10922	3.50867	3.31909
BIK	-0.184364	-0.694966	-0.207346	3.71695	4.12298	3.42089
BIN1	0.987432	0.915632	1.05726	-0.418032	-0.0347343	-0.590815
BIN3	3.047	2.88216	2.96569	4.0404	4.16119	3.78285
BIRC2	3.21689	3.40444	3.21436	4.53181	4.44411	4.50282
BIRC5	-0.131775	0.369534	0.944777	-2.66727	-2.18903	-2.34409
BLCAP	4.31864	4.39759	4.43998	5.61907	5.67716	5.49711
BLMH	4.81052	5.40591	4.07055	-0.248716	-0.173447	0.460876
BLOC1S2	3.898	4.04902	3.81969	5.34506	5.20154	4.9674
BLOC1S4	1.45639	1.74567	1.62061	3.0781	3.30956	3.00312
BLOC1S6	2.54936	3.11414	2.42666	4.48618	4.19789	4.18807
BMI1	-0.818342	-0.0647862	-0.209858	2.30508	2.23542	2.01832
BMP1	3.6582	3.50348	4.01659	6.23474	6.28046	6.40809
BMP6	-2.61953	-2.90308	-2.74665	1.93721	1.48647	1.46789
BMPER	-1.57716	-1.31749	-1.89388	-4.33083	-5.77014	-5.74462
BMPR2	2.80573	2.95713	2.66622	4.51563	4.23257	4.58599
BMS1	2.22984	2.47294	2.42587	3.4787	3.49272	3.36891
BNIP1	1.56591	1.85173	1.57946	0.120544	0.478422	-0.0145305
BNIPL	5.69825	5.7355	5.93963	3.33506	3.24104	3.49698
BOC	-0.942797	-0.12885	-0.81301	-6.50449	-4.18585	-5.48249
BOD1L1	2.6197	2.72273	2.49886	4.38957	4.1087	4.25504
BOLA1	1.40425	1.04	1.22926	2.10013	2.55231	2.22648
BORCS8-MEF2B	0.611474	-0.0115865	0.169179	1.32727	1.69718	1.47529
BPGM	2.93119	2.99587	3.05499	5.01804	4.98825	4.76856
BPIFC	5.99155	6.53202	5.73997	-2.61316	-3.53789	-2.24934
BRD2	4.79683	4.82002	4.87849	6.27883	6.30086	6.19703
BRD3	1.18935	1.79216	1.37223	3.10163	3.10704	3.35778
BRD7	3.76279	3.75985	3.72051	4.91402	4.65621	4.68467
BRD8	2.71729	3.06354	2.91751	4.05771	4.12593	4.30261
BRD9	1.8791	2.02012	2.22411	3.20195	3.37484	3.32751
BREA2	-2.34719	-1.77033	-2.04825	0.116691	0.292722	0.148312
BRF1	1.40857	1.36654	1.45494	2.4295	2.54737	2.5425
BRF2	1.60232	2.07024	1.71435	3.67043	3.70329	3.46176
BRIX1	3.07056	3.34562	3.07652	4.7507	4.84914	4.55941
BRMS1	4.45862	4.5945	4.61961	5.95705	6.16407	5.77794
BROX	3.36149	3.53106	3.26717	4.49564	4.30899	4.53848
BRPF1	2.02861	2.31203	2.05923	3.14742	3.18829	3.28155
BRPF3	2.94397	2.83788	2.89793	4.37058	4.25406	4.558
BRWD1-AS2	-3.03531	-4.19541	-2.57286	-0.238488	-0.132359	-0.0543767
BSCL2	-0.596571	0.555829	-0.134416	3.62894	3.52361	2.9772
BSDC1	3.72796	3.82587	3.77312	4.93719	4.99973	4.88128
BSG	6.37982	6.25484	6.55636	9.14563	9.29763	9.03062
BSPRY	3.60225	3.75907	3.80522	-0.0340157	-0.0365884	0.657547
BTBD1	3.19857	3.6136	3.12747	4.88842	4.68664	4.69408
BTC	-4.16643	-3.26764	-2.96702	-0.632643	-0.474046	-0.255886
BTG3	4.50254	4.72409	4.8352	6.11878	5.93803	5.77728
BTN2A1	1.34176	1.61722	1.72452	2.96435	2.96241	2.83608
BTN3A1	-0.158936	0.644751	-0.0256332	3.6832	2.98977	2.79375
BUB1	-0.112712	0.533091	0.73234	-2.11536	-1.67331	-1.84634
BUB1B	-0.0598013	0.0216037	0.458761	-2.48084	-2.5302	-2.10876
BUD23	3.64323	3.7952	3.55603	6.50311	6.77279	6.15164
BUD31	5.05998	5.07443	4.74262	6.67488	6.61108	6.18508
C10orf55	-2.05286	-2.77984	-1.53721	0.892202	1.37781	0.198962
C10orf99	4.99797	5.42671	6.04915	-1.45704	-0.789431	-0.401346
C11orf1	0.307028	0.858798	0.443987	2.12388	2.18957	1.91954
C11orf65	-3.85466	-4.13377	-4.39222	-1.17908	-1.79534	-1.77245
C11orf68	3.2015	3.08686	2.9219	4.32858	4.69845	4.36607
C11orf74	1.27908	1.75554	1.2561	2.81712	2.63561	2.42656
C11orf91	-0.94918	-1.71336	-0.972162	2.5887	2.76474	2.33182
C12orf43	0.685073	0.980497	1.01472	2.52761	2.76855	2.42224
C12orf49	2.14975	2.18767	2.12454	3.6227	3.64472	3.58313
C12orf56	0.0836845	0.301709	-0.917045	-4.27755	-5.45382	-4.10638
C12orf57	3.06929	3.72375	3.0463	4.65154	4.88665	4.60412
C12orf60	-1.92224	-1.43284	-1.71076	1.68749	1.48265	1.26716
C12orf65	0.802963	1.03948	0.682682	2.09558	2.14742	1.77491
C12orf66	-1.57492	-0.941478	-1.54132	0.255299	0.380495	0.207462
C12orf75	2.51295	2.46759	2.96314	0.697879	1.31997	0.760527
C12orf76	-1.45478	-0.55599	-1.36814	1.99123	1.6921	1.90132
C12orf80	-2.19627	-1.92426	-2.08568	0.191072	0.357147	0.22082
C14orf93	-0.526386	0.198755	-0.756964	1.50067	1.2862	1.33499
C15orf39	2.60277	2.40655	2.68548	5.53646	5.51528	5.60369
C15orf56	-3.2632	-2.94938	-2.64876	-0.690945	-1.10516	-0.708807
C16orf46	-2.03933	-2.27805	-2.52174	-0.267541	0.293155	-0.302819
C16orf58	3.02297	3.295	3.15183	4.07632	4.18054	4.24561
C16orf71	-4.31928	-4.69355	-4.30132	-1.03313	-0.712092	-0.527924
C16orf74	2.43516	2.03874	2.56553	0.330912	0.918573	0.774163
C17orf100	-0.393756	-0.415533	0.0252665	1.41697	1.1165	1.72256
C17orf75	0.157276	0.651262	0.330437	1.91729	1.60965	1.79712
C18orf21	2.35357	2.91182	2.49364	3.68482	4.00576	3.62797
C18orf32	-3.47764	-2.55865	-2.94986	-0.302354	-0.477151	-0.411778
C19orf38	-2.44939	-4.04246	-3.6423	1.05816	0.873041	1.04611
C19orf44	-0.994455	-0.865336	-0.983006	0.182493	0.0245947	0.437677
C19orf53	4.95878	5.02034	5.11644	6.16376	6.30786	5.76546
C19orf54	-0.315381	0.307492	0.349693	2.4445	2.51866	2.83251
C1GALT1	1.59127	1.59299	1.50884	4.14111	3.84207	4.09123
C1GALT1C1	2.0665	2.34244	2.23895	5.8945	5.86731	5.49854
C1QTNF1	-1.03734	-0.96637	-0.0103963	3.05535	3.44025	3.03122
C1orf105	-3.70608	-3.80729	-3.40713	-0.124359	-0.592232	0.281279
C1orf109	1.35587	1.77616	1.52497	2.93723	2.87081	2.79671
C1orf112	-1.03064	-0.837989	-0.553223	0.788487	0.741466	1.00742
C1orf198	3.27723	3.35216	3.20945	1.48833	1.41354	1.68266
C1orf21	1.71521	2.15783	1.77394	-0.545941	-0.915984	-0.650155
C1orf210	3.19783	3.10548	3.07199	0.699686	0.601556	0.682966
C1orf50	0.0270833	0.141764	0.156836	1.67383	1.757	1.56773
C1orf52	1.42572	1.82382	1.48259	3.32423	3.26153	3.19303
C1orf68	6.60504	7.37147	6.74818	-4.3595	-3.21384	-3.77329
C2	-1.18744	-0.368731	-1.15058	1.41248	1.16216	1.13161
C20orf204	-5.76061	-5.18375	-4.78359	-2.39188	-2.83119	-3.17764
C22orf39	0.544335	0.983692	0.606243	2.01804	1.90539	1.69311
C2CD2	3.84019	3.75425	3.09895	1.8721	1.92175	2.03322
C2CD2L	1.95951	2.18687	2.19957	3.27267	3.43517	3.26241
C2CD3	0.469016	0.798535	0.759732	3.38029	3.32937	3.36392
C2CD4A	-6.12881	-5.23002	-4.15179	-0.897591	-0.529541	-0.463384
C2CD4D	-3.09879	-3.08454	-2.23061	-1.00209	-0.950405	-0.602963
C2orf16	-3.22192	-2.87639	-2.79034	-0.305965	-0.297368	-0.191288
C2orf42	0.556519	1.15394	0.484391	1.95074	2.16777	2.12274
C2orf49	1.83535	2.03923	1.72517	3.59922	3.56205	3.46784
C2orf76	1.06548	1.54658	0.988557	2.60747	2.73307	2.36266
C2orf92	-3.79743	-2.52013	-4.23545	-0.215713	-0.23998	0.580715
C3orf35	-3.84052	-4.26366	-3.40407	-2.07324	-2.1226	-1.88558
C3orf38	3.31204	3.38844	3.19101	4.51696	4.41267	4.41941
C3orf52	0.578957	0.526378	0.784244	3.64089	3.5362	3.1931
C3orf62	0.678246	0.818666	0.560713	2.24395	2.1521	1.91785
C3orf67	-1.15176	-1.35113	-1.27497	0.625825	0.465379	0.160745
C4orf36	-0.322017	-0.806557	-0.229522	1.42858	1.16294	1.39588
C5orf15	2.87702	3.66232	3.18082	5.54846	5.50881	5.21172
C5orf22	2.01964	2.50645	2.00632	3.83956	3.65659	3.64211
C5orf24	1.66215	2.43275	1.89088	4.03264	3.85043	3.70577
C6orf132	5.73944	5.41283	5.51129	4.08629	4.02606	4.19397
C6orf136	1.52632	1.41231	1.49676	3.12797	3.08839	3.24746
C6orf141	2.2282	2.36476	2.85388	1.001	1.33562	1.22267
C6orf223	-1.16348	-1.31361	-0.662853	-3.44678	-3.6852	-3.71468
C6orf226	0.587404	0.434354	0.476959	2.06745	2.13986	1.92618
C6orf52	-2.85588	-1.35302	-3.20079	2.39682	2.40071	2.20034
C6orf89	3.1879	3.29795	3.08277	4.75229	4.71124	4.58847
C7orf26	1.79008	2.28697	1.87602	3.27961	3.295	3.09294
C7orf61	-2.32689	-2.58011	-1.89044	0.90433	1.00108	1.12281
C8orf33	3.05369	2.95743	2.82311	4.56819	4.68827	4.45443
C8orf44	-3.28344	-2.07067	-2.37859	-0.271186	-0.198607	-0.224499
C8orf44-SGK3	-3.06395	-2.42304	-3.18105	-1.37266	-1.40386	-1.42592
C8orf48	-2.04285	-2.27334	-2.06583	0.381022	0.502432	0.413488
C8orf58	2.21901	2.60861	2.26741	1.09973	1.48227	1.39663
C8orf76	2.92674	2.85515	2.73688	3.91819	3.95562	3.70319
C9orf43	-5.43448	-2.95073	-4.8725	0.393671	0.74975	0.528623
C9orf78	3.75569	4.10967	3.8907	5.8736	5.89641	5.51788
CA12	3.59078	3.27954	3.89113	-0.3207	-0.136568	-0.324336
CA3-AS1	-2.86637	-2.0697	-2.88935	1.6117	1.34152	1.31029
CA5BP1-CA5B	-5.63943	-5.60309	-5.87931	-2.14878	-1.87998	-2.05037
CABIN1	1.53211	2.01541	1.75263	3.19031	3.2456	3.33462
CABLES2	0.983325	0.746886	0.887341	2.93125	2.90061	2.85204
CABYR	-0.96589	-1.10215	-1.4628	1.08091	0.937058	0.768401
CACFD1	2.57303	2.26129	2.68939	4.07944	4.29329	4.22031
CACNB1	-0.442141	0.0995811	-0.308398	-2.81973	-2.81543	-2.20495
CACNB3	2.48963	2.78557	2.86761	0.92187	1.028	1.47426
CACTIN	2.07664	1.62058	2.09454	3.13196	3.39549	3.31086
CADM4	3.28364	3.48814	3.29034	2.41771	2.31282	1.97221
CALB2	4.99922	4.23994	4.82257	-2.82091	-1.62278	-1.70418
CALML3	6.55131	6.9989	6.93926	3.52889	3.50566	3.83032
CALML3-AS1	1.65317	1.83039	1.58085	3.00673	2.5536	3.19632
CALML4	-0.560402	-0.192432	-0.336152	1.01286	0.810422	0.837173
CALML5	10.7235	9.91494	10.1513	4.2228	4.37797	4.6111
CALU	3.32008	3.57915	3.62431	5.18238	5.10912	5.03352
CAMK1D	2.34189	2.37581	1.97419	-2.00424	-1.93183	-1.52934
CAMK2N1	3.73246	3.15681	3.89565	7.76591	7.6895	7.44984
CAMKK1	0.0078932	0.6198	0.556674	-3.69162	-3.13093	-2.58604
CAMKK2	1.41231	1.62645	1.37863	2.58569	2.55744	2.60545
CAMSAP1	3.04798	2.9568	3.04309	4.10647	3.98352	4.15708
CANT1	4.14137	3.89333	4.06405	5.32606	5.45696	5.32656
CAP2	1.3199	1.50195	1.51056	-0.509342	-0.342925	0.100201
CAPG	5.71065	5.90851	6.03493	3.55499	3.74738	3.46281
CAPN10	1.27119	1.19999	1.66886	2.38918	2.73838	2.47705
CAPN10-DT	-3.37167	-3.0172	-1.84445	0.139665	0.233483	0.235347
CAPN2	6.13058	5.98142	6.02111	7.44686	7.43967	7.61383
CAPNS2	5.25137	5.42894	5.44985	0.629632	0.852158	0.378571
CAPRIN1	4.47214	4.77157	4.55353	6.13052	5.93384	6.194
CAPZA2	3.70874	3.82851	3.62221	5.21633	5.05485	5.02637
CARD14	2.65139	2.41196	2.30961	0.247105	0.468844	0.611356
CARD18	5.97153	5.70579	5.655	2.03169	2.04758	3.20287
CARD6	2.86243	2.79634	3.0589	0.873272	0.689468	1.15157
CARMIL3	-1.39274	0.00591474	-0.965558	-6.63319	-7.0725	-5.72506
CASC15	-0.550603	-0.264974	0.0165392	-2.65691	-3.03481	-3.27233
CASC4	2.32328	2.68676	2.1396	3.78363	3.48647	3.62065
CASC8	-3.12448	-4.39562	-4.31739	-0.7704	-0.332562	-0.798901
CASKIN2	1.33265	1.08762	1.75401	2.92505	3.21828	3.35884
CASP1	3.27534	3.2629	3.57558	2.28168	2.33551	1.78254
CASP10	0.356579	0.814315	0.928228	2.27726	2.10717	2.13097
CASP14	5.66018	6.35895	5.69134	-4.50265	-3.71957	-3.91644
CASP2	1.77108	1.91054	2.13512	3.65987	3.59085	3.85608
CASP3	3.41793	3.47723	3.67259	5.4062	5.22693	5.14386
CASP6	2.05057	2.54652	2.44	4.2348	4.17384	4.03047
CASP7	1.9692	1.80077	2.05083	5.62598	5.54345	5.40054
CASP8AP2	1.10565	1.44074	1.05069	2.29191	2.12863	2.37509
CASP9	0.758022	1.06676	0.515826	2.15365	2.01985	1.97002
CASQ2	-5.19231	-4.39305	-6.80025	-0.601188	-1.30728	-1.01498
CASTOR3	0.362548	0.481522	0.271391	3.17752	2.88682	3.11211
CAT	3.98523	4.70856	4.08778	5.58333	5.62014	5.66279
CATSPERB	-5.64648	-7.65458	-6.25443	-2.92983	-3.06102	-2.69155
CATSPERG	-4.22832	-3.95102	-4.44395	-0.0429026	-0.203743	0.191995
CAV2	4.26753	4.40349	4.41979	5.67087	5.71761	5.65977
CAVIN1	5.55765	5.41709	5.89728	3.17614	4.00914	3.77777
CBARP	0.924189	0.201234	0.983029	-2.03871	-2.18125	-1.576
CBFA2T2	0.848379	1.12245	1.16463	2.26704	1.98305	2.40765
CBFB	3.09122	3.48606	3.04543	4.56493	4.34557	4.34495
CBLB	0.56676	0.792668	0.855388	2.27604	2.09456	2.50927
CBLC	5.30621	4.61519	5.10644	1.48208	1.79017	1.39469
CBLN3	-2.95188	-3.07464	-1.97486	1.92933	1.76356	1.95865
CBR1	4.55331	4.10383	4.58645	2.68803	2.86552	2.36458
CBR3-AS1	0.283126	0.356114	0.359838	1.81683	1.84816	1.80036
CBR4	1.61179	1.93639	1.81362	3.64486	3.41381	3.36921
CBSL	0.533554	0.00865158	-1.16029	-4.21299	-3.49422	-4.15245
CBX1	3.69466	3.93708	3.61822	5.10135	4.90557	4.85666
CBX2	0.438298	0.705405	0.67835	-3.33342	-2.97436	-2.59834
CBX3P2	-4.27435	-2.11253	-3.8823	0.90796	1.10253	0.624873
CBX5	1.3004	1.83282	1.37947	3.29891	3.19299	3.41747
CBX6	0.839635	1.06768	0.823199	5.54831	5.5069	5.5717
CBX7	-0.173645	0.955315	0.0117751	2.86827	2.84678	2.53867
CBY1	3.16346	3.33046	3.12165	4.42857	4.46158	4.29594
CC2D2A	-0.928659	-0.816466	-0.860492	-3.48403	-2.81231	-2.51931
CCAR1	3.73841	3.97284	3.82416	4.92469	4.74717	5.05952
CCAR2	3.45023	3.70868	3.55426	5.15673	5.25979	5.16507
CCBE1	-0.926916	-0.786788	-0.84455	-2.76016	-2.47862	-2.38898
CCDC102A	-1.76847	-1.46463	-1.40151	-3.71716	-2.98654	-3.04349
CCDC103	-1.22504	-0.89242	-0.950199	0.689982	0.66962	0.3722
CCDC121	-1.68231	-0.783517	-1.92102	1.5328	1.39912	1.4015
CCDC122	-0.354208	-0.362143	-0.862502	1.41786	1.24284	1.30002
CCDC125	1.06883	1.11121	0.728845	2.71429	2.45751	2.63472
CCDC13	-3.47022	-2.63033	-2.60568	0.121877	0.307193	0.671502
CCDC134	-0.0520381	0.468239	0.394465	2.40948	2.43861	2.16929
CCDC142	1.02388	0.873605	1.13801	2.3744	2.5107	2.36548
CCDC146	-0.46785	-0.431881	-0.419981	1.51637	1.44796	1.64807
CCDC149	-0.594685	0.0725631	-0.642758	1.33927	1.56035	1.3143
CCDC15	-1.91731	-1.48854	-2.49048	0.640061	0.404585	0.496771
CCDC154	-4.89094	-3.1986	-3.91392	-1.10717	-1.14793	-0.571004
CCDC163	-1.85296	-1.4281	-1.93484	0.0706877	0.143097	0.178595
CCDC183-AS1	0.265987	-0.298403	0.567131	2.79048	2.66502	2.6646
CCDC186	3.08176	3.07265	2.91594	4.21598	3.94804	4.30402
CCDC189	-1.24286	-1.99672	-1.6448	0.401203	1.11734	0.73167
CCDC28A	2.15672	2.57328	2.13905	3.98247	3.96031	3.75248
CCDC3	1.46931	1.72345	2.44951	-3.20001	-2.30228	-2.90754
CCDC32	0.188933	0.790522	0.454078	2.39904	2.39303	2.06136
CCDC33	-4.68078	-6.10392	-5.70376	-2.07105	-2.27219	-2.34398
CCDC43	3.36838	3.24352	3.35023	4.70294	4.60781	4.51898
CCDC50	2.01309	1.92669	1.775	3.56889	3.5203	3.84994
CCDC51	2.44818	2.76124	2.75319	3.90135	3.99036	3.83224
CCDC57	-0.67482	-0.414567	-0.21848	1.47603	1.55819	1.80011
CCDC59	2.3211	2.73833	2.43849	3.83215	3.85531	3.4325
CCDC65	-4.60092	-4.60902	-4.20886	-2.95466	-3.39396	-3.23094
CCDC66	0.594133	0.953352	0.750125	2.32435	2.05537	2.23925
CCDC77	-0.0601518	0.250634	0.217376	1.83771	1.61477	1.70785
CCDC8	1.72303	1.32297	2.11841	-2.37434	-3.56853	-3.1507
CCDC80	2.05778	2.09817	2.30325	3.80687	3.87449	4.13101
CCDC82	0.33289	0.935208	0.486954	3.12577	3.03472	3.08421
CCDC85C	3.06341	2.89124	2.95926	1.68571	1.67521	1.76267
CCDC87	-2.34982	-1.93897	-2.64844	1.0912	0.918537	1.1496
CCDC88C	1.1943	1.44095	1.08411	-0.604089	-0.655578	-0.0178793
CCDC90B	2.22319	2.36015	2.18986	3.9841	4.02232	3.88808
CCDC91	2.58719	2.81875	2.6875	3.97913	3.85127	3.93721
