ProbeID	Name	GSM4634681	GSM4634685	GSM4634683	GSM4634682	GSM4634686	GSM4634684
ARL5A	ARL5A: 	2.68945	5.61627	2.55027	2.49605	5.15257	5.14392
ARL6IP1	ARL6IP1: 	7.80056	4.90758	7.46265	7.72787	4.84159	4.87103
ARL6IP4	ARL6IP4: 	5.45196	4.31671	5.31782	5.65129	4.38621	4.35736
ARL6IP5	ARL6IP5: 	6.97674	4.82462	6.6774	6.88543	4.031	3.45998
ARL8A	ARL8A: 	4.99899	3.56474	4.6743	4.98914	3.1307	3.2525
ARMC2	ARMC2: 	-0.314913	-2.71552	-0.581148	-0.284733	-2.14027	-2.43922
ARMCX2	ARMCX2: 	-0.685252	1.76809	-0.751119	-0.776634	0.781021	1.08703
ARMCX5	ARMCX5: 	2.79421	1.84261	2.60141	2.47051	1.51724	1.50038
ARMCX6	ARMCX6: 	1.60626	2.93946	1.51553	1.62381	2.47729	2.40651
ARMH1	ARMH1: 	0.180442	-1.77214	0.704495	0.432187	-2.03941	-2.40345
ARMT1	ARMT1: 	5.2107	2.88027	5.02072	4.98691	2.88735	2.70178
ARNTL	ARNTL: 	3.00499	1.87487	2.82023	3.10944	1.32239	1.44267
ARNTL2	ARNTL2: 	3.93046	4.73663	3.59321	3.69273	4.75769	5.01339
ARPC4-TTLL3	ARPC4-TTLL3: 	0.475499	-0.658058	0.749348	0.196612	-0.519763	-0.932963
ARPP19	ARPP19: 	5.181	4.05916	4.93599	5.01522	3.73372	3.75144
ARRB1	ARRB1: 	-2.35896	3.33599	-1.15709	-2.22889	3.14635	2.94621
ARRB2	ARRB2: 	4.10857	2.69813	3.99061	4.24117	2.22671	2.11258
ARRDC1-AS1	ARRDC1-AS1: 	2.52983	0.702976	2.36594	2.89467	0.380141	0.809443
ARRDC3-AS1	ARRDC3-AS1: 	0.0998839	-3.18364	-0.457642	0.0120514	-3.36844	-3.49747
ARRDC4	ARRDC4: 	6.14468	4.77475	6.09009	6.05058	4.83663	4.9461
ARSA	ARSA: 	3.75035	1.71894	3.68413	3.78574	2.56245	2.19361
ARSB	ARSB: 	2.51793	-0.558557	2.5679	2.56565	-1.08576	-1.6803
ARSI	ARSI: 	0.921033	3.11683	1.27111	1.58013	2.95005	3.11146
ARTN	ARTN: 	0.249814	2.78724	0.0250559	0.721241	3.17552	3.31688
ARVCF	ARVCF: 	2.46114	0.305611	2.77975	2.70062	0.0802566	0.205488
ASAH1	ASAH1: 	7.01624	5.39611	6.97044	7.06977	4.8975	4.48017
ASAP2	ASAP2: 	5.14131	3.25836	5.35705	5.03565	3.39809	3.71427
ASAP3	ASAP3: 	-2.8176	2.61761	-1.68543	-1.73084	2.61469	2.31224
ASB1	ASB1: 	2.36053	1.03091	2.41833	2.34938	1.11478	0.969013
ASB16	ASB16: 	0.372806	-2.45892	0.8013	0.293043	-1.59225	-3.02764
ASB16-AS1	ASB16-AS1: 	2.64263	-0.422418	2.53432	2.87552	-0.138453	-0.653214
ASB3	ASB3: 	3.26214	1.56157	3.1677	3.13169	1.60728	1.73194
ASB6	ASB6: 	4.06114	2.42681	4.09636	4.19655	2.67548	2.54999
ASB7	ASB7: 	3.52343	1.99512	3.50476	3.34887	1.81097	1.95851
ASB9	ASB9: 	-1.09017	-5.78394	-1.50507	-2.12942	-4.79882	-6.3608
ASCC1	ASCC1: 	3.36115	1.82432	3.23445	3.34423	1.90521	1.6227
ASF1A	ASF1A: 	3.72519	2.77477	3.50689	3.62594	2.23872	2.14444
ASH1L	ASH1L: 	3.85748	2.90481	3.92967	3.76423	2.45184	2.65223
ASH1L-AS1	ASH1L-AS1: 	-0.0954666	-2.02467	-0.586043	0.13589	-1.92136	-2.14287
ASIC1	ASIC1: 	-5.36919	-1.00119	-6.51995	-7.13042	-2.6234	-2.27849
ASIC3	ASIC3: 	2.28534	-2.72991	2.59723	2.49272	-1.05412	-1.46724
ASL	ASL: 	1.48591	2.94831	1.38477	1.51951	3.26939	3.09503
ASPHD1	ASPHD1: 	-4.29578	-2.04325	-4.70957	-5.73508	-1.83574	-2.11761
ASPM	ASPM: 	-3.07233	-0.360368	-2.11356	-2.27459	-0.132476	-0.794622
ASPRV1	ASPRV1: 	2.73036	9.66388	3.43718	2.83306	8.55881	8.951
ASS1	ASS1: 	2.4896	5.51399	2.72671	2.59727	6.22784	7.1446
ASXL1	ASXL1: 	2.80905	1.74461	3.01464	2.81232	1.50494	1.34596
ATAD1	ATAD1: 	4.65672	3.08605	4.38767	4.45711	2.59256	2.71407
ATAD3C	ATAD3C: 	0.995146	-1.88669	1.46868	0.94623	-1.28404	-1.61356
ATE1-AS1	ATE1-AS1: 	0.98572	-1.88761	1.14925	0.880911	-1.15374	-1.41014
ATF1	ATF1: 	3.73459	2.4976	3.65575	3.47384	2.17305	2.137
ATF3	ATF3: 	6.73412	2.57519	6.19837	6.63312	1.6386	2.77348
ATF4	ATF4: 	5.76994	7.15789	5.95081	5.96706	6.71299	7.13256
ATF6	ATF6: 	5.25528	3.39349	5.08278	5.26366	3.25369	3.39573
ATF7IP2	ATF7IP2: 	0.509568	-1.05584	1.06379	0.594927	-1.2556	-1.18822
ATG12	ATG12: 	3.92041	2.56566	3.70969	3.79115	2.23443	2.30022
ATG13	ATG13: 	4.79582	3.713	4.81103	4.80891	3.53628	3.58963
ATG14	ATG14: 	4.09052	2.24796	4.21286	3.96457	2.21243	2.25606
ATG16L1	ATG16L1: 	4.7406	2.6602	4.69136	4.77795	2.91372	2.56703
ATG16L2	ATG16L2: 	1.01071	2.40275	1.03016	1.02617	2.96021	2.51279
ATG4A	ATG4A: 	4.44969	3.2615	4.3499	4.36616	3.24367	3.3702
ATG5	ATG5: 	4.08315	2.46814	3.72936	3.81173	2.33308	2.28934
ATG7	ATG7: 	3.61206	2.08426	3.63097	3.54548	1.98817	2.00434
ATG9A	ATG9A: 	5.16069	3.77898	5.2889	5.18339	3.87169	3.72837
ATL1	ATL1: 	-0.00912745	2.46088	0.354691	0.159249	2.25374	2.11832
ATN1	ATN1: 	4.63469	3.55715	4.8705	4.66731	3.73019	3.64922
ATP10B	ATP10B: 	-0.907273	3.26801	-0.0788352	-1.24239	3.10747	3.05778
ATP10D	ATP10D: 	2.57172	3.97154	2.71429	2.69221	4.0257	3.88638
ATP11A	ATP11A: 	4.20701	2.64113	4.60002	4.18618	2.1046	2.42732
ATP12A	ATP12A: 	2.80298	7.46796	4.12378	3.87361	6.85799	7.68056
ATP13A3	ATP13A3: 	4.98216	3.05497	5.04879	4.82583	2.84493	2.92882
ATP13A4	ATP13A4: 	-4.61663	2.20536	-3.6434	-3.84949	2.0151	1.60968
ATP1A1	ATP1A1: 	7.58074	6.09591	7.89485	7.7227	6.24409	5.99872
ATP1A1-AS1	ATP1A1-AS1: 	-0.133291	-1.68892	-0.387697	0.229382	-2.11043	-2.32647
ATP2B4	ATP2B4: 	2.45706	5.27834	2.51874	2.56206	5.12027	5.47133
ATP2C2	ATP2C2: 	-3.26629	3.54126	-2.43341	-3.28773	3.40304	3.6046
ATP5MC2	ATP5MC2: 	3.20857	4.57371	3.19879	3.32507	4.37164	4.30793
ATP5MF-PTCD1	ATP5MF-PTCD1: 	1.28804	0.269849	1.44295	1.28817	-0.0803836	0.0903921
ATP5MG	ATP5MG: 	6.67959	5.57946	6.17899	6.67053	5.48693	5.43342
ATP6AP1	ATP6AP1: 	7.1431	5.55386	7.03701	7.21411	5.45225	5.39779
ATP6AP1L	ATP6AP1L: 	1.18107	-1.43662	1.10352	1.15329	-2.25885	-2.23587
ATP6AP2	ATP6AP2: 	7.02819	5.60741	6.74265	7.00307	5.4767	5.45235
ATP6V0A1	ATP6V0A1: 	3.07956	4.81897	3.49158	3.19098	4.46179	4.57855
ATP6V0B	ATP6V0B: 	6.95842	4.97126	6.73746	7.22005	5.24398	5.33488
ATP6V1C1	ATP6V1C1: 	4.46047	3.27778	4.44325	4.44344	2.82041	2.90527
ATP6V1C2	ATP6V1C2: 	-1.24959	6.51873	-1.37515	-1.78869	6.3854	6.48725
ATP6V1FNB	ATP6V1FNB: 	-0.559297	-2.96973	-0.396586	-0.787098	-3.00253	-2.90916
ATP6V1G1	ATP6V1G1: 	7.60914	6.06016	7.06613	7.40821	5.84209	5.97716
ATP6V1H	ATP6V1H: 	6.05805	5.11777	6.12866	6.08934	4.7604	5.09783
ATP7B	ATP7B: 	-1.86263	-0.538847	-1.36104	-1.85083	-0.714989	-0.446352
ATP8B3	ATP8B3: 	-5.11309	-3.60902	-5.74927	-5.77478	-2.89852	-2.97176
ATP9A	ATP9A: 	3.63006	2.2725	3.7117	3.49156	2.06651	2.0442
ATPAF1	ATPAF1: 	4.48234	2.77434	4.2495	4.47534	2.66146	2.71993
ATPAF2	ATPAF2: 	3.80798	2.55169	3.87698	3.93149	2.74248	2.8312
ATPSCKMT	ATPSCKMT: 	1.60749	0.697457	1.71711	1.68128	0.0976136	0.216454
ATR	ATR: 	2.32551	1.38548	2.34394	2.34541	0.833312	0.915179
ATRAID	ATRAID: 	6.32436	4.24311	5.95218	6.36166	4.11433	4.0031
ATXN1	ATXN1: 	2.64086	1.42652	2.88072	2.49171	1.43096	1.57057
ATXN1-AS1	ATXN1-AS1: 	2.64526	-0.341511	2.55114	2.42544	-0.293806	-0.444156
ATXN1L	ATXN1L: 	4.52032	3.0109	4.39121	4.37037	2.88939	2.92664
ATXN2	ATXN2: 	3.50028	2.41355	3.88585	3.30447	2.35636	2.41597
ATXN7	ATXN7: 	2.61583	1.739	2.908	2.5069	1.51874	1.54823
ATXN7L3	ATXN7L3: 	5.74303	4.33638	5.67128	5.67372	4.25933	4.26521
AUH	AUH: 	2.88841	1.49709	2.70168	2.81697	1.20658	1.41904
AURKB	AURKB: 	-2.18151	0.689926	-1.54468	-1.62082	1.13414	0.167928
AURKC	AURKC: 	0.928893	-1.32411	0.853273	1.06545	-0.824413	-0.708321
AUTS2	AUTS2: 	-1.78874	1.27017	-1.20254	-1.40052	0.731004	0.650062
AVIL	AVIL: 	-0.0724574	-1.7135	0.538943	0.212161	-1.73001	-2.53407
AVL9	AVL9: 	3.23032	2.15021	3.27784	3.22694	1.9338	2.14564
AZGP1	AZGP1: 	3.51727	9.24591	5.58626	3.94095	8.40078	8.90377
B2M	B2M: 	11.6748	7.49839	10.1576	11.1975	6.99397	6.75859
B3GALT4	B3GALT4: 	4.49994	1.7124	4.40201	4.65681	1.94678	1.75798
B3GALT6	B3GALT6: 	2.38584	1.02119	2.66933	2.62119	0.620956	0.949564
B3GAT3	B3GAT3: 	4.946	2.18746	4.76933	5.28851	1.94138	1.91221
B3GNT10	B3GNT10: 	0.894547	-0.665297	0.628245	0.625167	-1.59294	-1.20739
B3GNT2	B3GNT2: 	5.05972	3.56486	5.20941	5.09397	3.4905	3.34626
B3GNT4	B3GNT4: 	-1.50465	-0.558975	-2.14236	-1.72376	0.0743204	0.0926778
B3GNT8	B3GNT8: 	0.848688	2.48378	1.12159	0.819472	3.17574	3.46381
B4GALT1	B4GALT1: 	6.49043	5.00384	6.51545	6.37365	5.17851	5.20095
B4GALT1-AS1	B4GALT1-AS1: 	2.52505	-0.731144	2.67374	2.76149	-0.98546	-0.332816
B4GALT2	B4GALT2: 	1.70063	3.34687	1.82158	1.92984	3.40322	3.2861
B4GALT4	B4GALT4: 	5.68	3.20143	5.39198	5.63915	3.16023	3.3845
B4GALT5	B4GALT5: 	4.41435	3.16776	4.19113	4.18121	3.04825	2.89941
BAALC-AS1	BAALC-AS1: 	-0.218169	-4.30549	-0.342453	-0.242437	-4.90533	-3.88235
BABAM1	BABAM1: 	5.72845	4.21462	5.76474	5.92905	4.51423	4.22494
BACE1	BACE1: 	0.432542	1.92057	0.264536	0.429116	1.42652	1.39161
BACE2	BACE2: 	4.79748	1.45004	4.46004	4.65189	1.60405	1.46678
BACH2	BACH2: 	1.06682	-0.781905	0.975993	0.809397	-1.9232	-1.65154
BAG1	BAG1: 	5.77931	4.19076	5.67858	5.84017	3.95749	3.95671
BAG4	BAG4: 	3.11033	1.41822	3.044	2.9313	1.37392	1.23739
BAHD1	BAHD1: 	3.53826	2.66144	3.68604	3.5163	2.48293	2.46393
BAIAP2L1	BAIAP2L1: 	5.62962	3.56998	5.67262	5.48225	3.76185	3.70266
BAK1	BAK1: 	3.30993	4.46745	3.23317	3.57404	4.50157	4.72411
BAMBI	BAMBI: 	4.5553	2.16816	4.43018	4.96026	1.90825	1.56315
BANF1	BANF1: 	5.10755	4.26881	4.9545	5.1193	4.0197	3.69528
BARD1	BARD1: 	0.396739	-0.811707	0.415223	0.365518	-0.832256	-0.927593
BAX	BAX: 	5.39962	4.46609	5.13438	5.57418	4.28952	4.31834
BAZ1A	BAZ1A: 	4.78069	3.55562	4.77676	4.58161	3.68238	3.6203
BAZ1B	BAZ1B: 	4.37146	3.22457	4.24388	4.17736	2.81087	2.84139
BAZ2B	BAZ2B: 	3.80899	2.38285	3.77109	3.52984	1.95414	2.12611
BBC3	BBC3: 	4.01382	1.2445	3.9504	4.12499	0.803356	0.67878
BBOX1	BBOX1: 	-3.46004	3.60733	-1.58843	-1.72942	3.46255	2.87621
BBS1	BBS1: 	3.82933	1.97697	3.85606	3.95094	1.76531	1.9321
BBS10	BBS10: 	2.98961	1.92296	2.82387	2.84898	1.35218	1.38282
BBS12	BBS12: 	2.15445	-0.337044	1.98869	1.89738	-0.0695258	-0.680416
BBS4	BBS4: 	3.18404	1.59519	2.87843	3.17438	0.633213	0.575574
BBS7	BBS7: 	0.666372	1.88581	0.866691	0.671251	1.74388	1.76198
BBX	BBX: 	3.205	2.27065	3.18383	2.95992	1.84827	1.87448
BCAM	BCAM: 	2.02237	5.09394	2.93481	2.65083	5.63689	5.62546
BCAP29	BCAP29: 	3.45188	2.25472	3.30478	3.31173	1.87198	1.58879
BCAP31	BCAP31: 	7.45265	5.62445	7.4293	7.57664	5.91035	5.53458
BCAR3	BCAR3: 	3.90172	1.93674	3.94376	3.94095	2.30921	2.37436
BCAS2	BCAS2: 	5.94751	4.2874	5.69702	5.85807	4.06533	4.02284
BCAS3	BCAS3: 	3.01602	1.89746	3.19978	2.9019	1.61019	1.33731
BCCIP	BCCIP: 	4.51011	3.07147	4.12516	4.47282	3.01661	2.97708
BCDIN3D	BCDIN3D: 	1.77113	0.787153	1.59453	1.71979	0.546938	0.385106
BCL10	BCL10: 	4.21927	2.722	4.02493	3.94335	2.8518	3.04087
BCL11A	BCL11A: 	-5.89427	0.814037	-5.19258	-6.33358	-0.841655	-1.15971
BCL2L10	BCL2L10: 	-3.24292	0.526183	-2.33478	-1.94526	0.614881	0.169714
BCL2L11	BCL2L11: 	4.21362	0.0650989	4.16333	3.90003	0.739119	0.68597
BCL2L12	BCL2L12: 	3.8476	1.06429	3.62785	4.00261	1.46592	1.0068
BCL2L2	BCL2L2: 	1.56189	4.81979	1.41131	1.89838	4.76684	4.86817
BCL6	BCL6: 	3.47142	2.43318	3.68662	3.50806	2.62385	2.31803
BCLAF1	BCLAF1: 	4.8053	3.79243	4.862	4.76512	3.36175	3.27549
BCLAF3	BCLAF3: 	0.913205	-0.0801788	1.17647	0.631815	-0.553776	-0.425554
BCO2	BCO2: 	0.101369	2.45735	0.703068	0.00255548	1.8117	2.31393
BCRP3	BCRP3: 	0.913203	-1.11743	0.92964	0.955997	-2.36125	-2.78721
BCS1L	BCS1L: 	2.44811	1.53885	2.55819	2.70368	1.57743	1.03981
BCYRN1	BCYRN1: 	2.31318	4.34238	2.22801	2.14805	4.68935	4.93762
BDKRB1	BDKRB1: 	-1.49271	2.13833	0.0195012	-0.446586	2.76088	2.36883
BDKRB2	BDKRB2: 	1.38741	2.74533	1.64599	1.5361	2.9938	2.70657
BDNF-AS	BDNF-AS: 	0.994185	-2.75958	0.419589	0.95049	-3.18618	-4.13946
BECN1	BECN1: 	5.98015	4.94924	6.06214	6.04965	4.92742	4.7972
BEND3P3	BEND3P3: 	0.0217554	-1.31068	-0.0568506	-0.260008	-1.97869	-1.82244
BEST1	BEST1: 	1.1214	-1.62007	2.09734	1.35365	-0.635055	-1.61005
BEST3	BEST3: 	-4.54284	-8.1972	-3.75499	-3.60363	-6.79704	-7.77406
BET1L	BET1L: 	4.43437	3.20028	4.30525	4.40908	3.39324	3.07932
BEX2	BEX2: 	-0.107416	1.43797	-0.210001	0.0914643	0.886902	0.967541
BEX3	BEX3: 	3.20328	6.03233	3.22404	3.4882	5.97705	5.72192
BFAR	BFAR: 	4.21047	2.73255	4.17541	4.27466	2.33595	2.25514
BFSP1	BFSP1: 	1.5875	-1.9072	1.91604	1.57661	-1.06647	-2.17594
BHLHE40-AS1	BHLHE40-AS1: 	2.1168	-1.71814	1.65702	1.79688	-1.76544	-2.61693
BHMG1	BHMG1: 	-3.62574	-5.12809	-3.50901	-3.91304	-5.14297	-5.70495
BICC1	BICC1: 	-4.14896	0.0862884	-3.97779	-3.48873	0.886194	0.778245
BICD2	BICD2: 	4.30372	6.70089	4.56465	4.41559	6.32655	6.69682
BICRAL	BICRAL: 	2.17333	1.08529	2.17727	1.99815	0.45442	0.317592
BID	BID: 	3.10922	1.87097	3.31909	3.50867	2.30609	2.28593
BIK	BIK: 	3.71695	-0.694966	3.42089	4.12298	-0.207346	-0.184364
BIN1	BIN1: 	-0.418032	0.915632	-0.590815	-0.0347343	1.05726	0.987432
BIN3	BIN3: 	4.0404	2.88216	3.78285	4.16119	2.96569	3.047
BIRC2	BIRC2: 	4.53181	3.40444	4.50282	4.44411	3.21436	3.21689
BIRC5	BIRC5: 	-2.66727	0.369534	-2.34409	-2.18903	0.944777	-0.131775
BLCAP	BLCAP: 	5.61907	4.39759	5.49711	5.67716	4.43998	4.31864
BLMH	BLMH: 	-0.248716	5.40591	0.460876	-0.173447	4.07055	4.81052
BLOC1S2	BLOC1S2: 	5.34506	4.04902	4.9674	5.20154	3.81969	3.898
BLOC1S4	BLOC1S4: 	3.0781	1.74567	3.00312	3.30956	1.62061	1.45639
BLOC1S6	BLOC1S6: 	4.48618	3.11414	4.18807	4.19789	2.42666	2.54936
BMI1	BMI1: 	2.30508	-0.0647862	2.01832	2.23542	-0.209858	-0.818342
BMP1	BMP1: 	6.23474	3.50348	6.40809	6.28046	4.01659	3.6582
BMP6	BMP6: 	1.93721	-2.90308	1.46789	1.48647	-2.74665	-2.61953
BMPER	BMPER: 	-4.33083	-1.31749	-5.74462	-5.77014	-1.89388	-1.57716
BMPR2	BMPR2: 	4.51563	2.95713	4.58599	4.23257	2.66622	2.80573
BMS1	BMS1: 	3.4787	2.47294	3.36891	3.49272	2.42587	2.22984
BNIP1	BNIP1: 	0.120544	1.85173	-0.0145305	0.478422	1.57946	1.56591
BNIPL	BNIPL: 	3.33506	5.7355	3.49698	3.24104	5.93963	5.69825
BOC	BOC: 	-6.50449	-0.12885	-5.48249	-4.18585	-0.81301	-0.942797
BOD1L1	BOD1L1: 	4.38957	2.72273	4.25504	4.1087	2.49886	2.6197
BOLA1	BOLA1: 	2.10013	1.04	2.22648	2.55231	1.22926	1.40425
BORCS8-MEF2B	BORCS8-MEF2B: 	1.32727	-0.0115865	1.47529	1.69718	0.169179	0.611474
BPGM	BPGM: 	5.01804	2.99587	4.76856	4.98825	3.05499	2.93119
BPIFC	BPIFC: 	-2.61316	6.53202	-2.24934	-3.53789	5.73997	5.99155
BRD2	BRD2: 	6.27883	4.82002	6.19703	6.30086	4.87849	4.79683
BRD3	BRD3: 	3.10163	1.79216	3.35778	3.10704	1.37223	1.18935
BRD7	BRD7: 	4.91402	3.75985	4.68467	4.65621	3.72051	3.76279
BRD8	BRD8: 	4.05771	3.06354	4.30261	4.12593	2.91751	2.71729
BRD9	BRD9: 	3.20195	2.02012	3.32751	3.37484	2.22411	1.8791
BREA2	BREA2: 	0.116691	-1.77033	0.148312	0.292722	-2.04825	-2.34719
BRF1	BRF1: 	2.4295	1.36654	2.5425	2.54737	1.45494	1.40857
BRF2	BRF2: 	3.67043	2.07024	3.46176	3.70329	1.71435	1.60232
BRIX1	BRIX1: 	4.7507	3.34562	4.55941	4.84914	3.07652	3.07056
BRMS1	BRMS1: 	5.95705	4.5945	5.77794	6.16407	4.61961	4.45862
BROX	BROX: 	4.49564	3.53106	4.53848	4.30899	3.26717	3.36149
BRPF1	BRPF1: 	3.14742	2.31203	3.28155	3.18829	2.05923	2.02861
BRPF3	BRPF3: 	4.37058	2.83788	4.558	4.25406	2.89793	2.94397
BRWD1-AS2	BRWD1-AS2: 	-0.238488	-4.19541	-0.0543767	-0.132359	-2.57286	-3.03531
BSCL2	BSCL2: 	3.62894	0.555829	2.9772	3.52361	-0.134416	-0.596571
BSDC1	BSDC1: 	4.93719	3.82587	4.88128	4.99973	3.77312	3.72796
BSG	BSG: 	9.14563	6.25484	9.03062	9.29763	6.55636	6.37982
BSPRY	BSPRY: 	-0.0340157	3.75907	0.657547	-0.0365884	3.80522	3.60225
BTBD1	BTBD1: 	4.88842	3.6136	4.69408	4.68664	3.12747	3.19857
BTC	BTC: 	-0.632643	-3.26764	-0.255886	-0.474046	-2.96702	-4.16643
BTG3	BTG3: 	6.11878	4.72409	5.77728	5.93803	4.8352	4.50254
BTN2A1	BTN2A1: 	2.96435	1.61722	2.83608	2.96241	1.72452	1.34176
BTN3A1	BTN3A1: 	3.6832	0.644751	2.79375	2.98977	-0.0256332	-0.158936
BUB1	BUB1: 	-2.11536	0.533091	-1.84634	-1.67331	0.73234	-0.112712
BUB1B	BUB1B: 	-2.48084	0.0216037	-2.10876	-2.5302	0.458761	-0.0598013
BUD23	BUD23: 	6.50311	3.7952	6.15164	6.77279	3.55603	3.64323
BUD31	BUD31: 	6.67488	5.07443	6.18508	6.61108	4.74262	5.05998
C10orf55	C10orf55: 	0.892202	-2.77984	0.198962	1.37781	-1.53721	-2.05286
C10orf99	C10orf99: 	-1.45704	5.42671	-0.401346	-0.789431	6.04915	4.99797
C11orf1	C11orf1: 	2.12388	0.858798	1.91954	2.18957	0.443987	0.307028
C11orf65	C11orf65: 	-1.17908	-4.13377	-1.77245	-1.79534	-4.39222	-3.85466
C11orf68	C11orf68: 	4.32858	3.08686	4.36607	4.69845	2.9219	3.2015
C11orf74	C11orf74: 	2.81712	1.75554	2.42656	2.63561	1.2561	1.27908
C11orf91	C11orf91: 	2.5887	-1.71336	2.33182	2.76474	-0.972162	-0.94918
C12orf43	C12orf43: 	2.52761	0.980497	2.42224	2.76855	1.01472	0.685073
C12orf49	C12orf49: 	3.6227	2.18767	3.58313	3.64472	2.12454	2.14975
C12orf56	C12orf56: 	-4.27755	0.301709	-4.10638	-5.45382	-0.917045	0.0836845
C12orf57	C12orf57: 	4.65154	3.72375	4.60412	4.88665	3.0463	3.06929
C12orf60	C12orf60: 	1.68749	-1.43284	1.26716	1.48265	-1.71076	-1.92224
C12orf65	C12orf65: 	2.09558	1.03948	1.77491	2.14742	0.682682	0.802963
C12orf66	C12orf66: 	0.255299	-0.941478	0.207462	0.380495	-1.54132	-1.57492
C12orf75	C12orf75: 	0.697879	2.46759	0.760527	1.31997	2.96314	2.51295
C12orf76	C12orf76: 	1.99123	-0.55599	1.90132	1.6921	-1.36814	-1.45478
C12orf80	C12orf80: 	0.191072	-1.92426	0.22082	0.357147	-2.08568	-2.19627
C14orf93	C14orf93: 	1.50067	0.198755	1.33499	1.2862	-0.756964	-0.526386
C15orf39	C15orf39: 	5.53646	2.40655	5.60369	5.51528	2.68548	2.60277
C15orf56	C15orf56: 	-0.690945	-2.94938	-0.708807	-1.10516	-2.64876	-3.2632
C16orf46	C16orf46: 	-0.267541	-2.27805	-0.302819	0.293155	-2.52174	-2.03933
C16orf58	C16orf58: 	4.07632	3.295	4.24561	4.18054	3.15183	3.02297
C16orf71	C16orf71: 	-1.03313	-4.69355	-0.527924	-0.712092	-4.30132	-4.31928
C16orf74	C16orf74: 	0.330912	2.03874	0.774163	0.918573	2.56553	2.43516
C17orf100	C17orf100: 	1.41697	-0.415533	1.72256	1.1165	0.0252665	-0.393756
C17orf75	C17orf75: 	1.91729	0.651262	1.79712	1.60965	0.330437	0.157276
C18orf21	C18orf21: 	3.68482	2.91182	3.62797	4.00576	2.49364	2.35357
C18orf32	C18orf32: 	-0.302354	-2.55865	-0.411778	-0.477151	-2.94986	-3.47764
C19orf38	C19orf38: 	1.05816	-4.04246	1.04611	0.873041	-3.6423	-2.44939
C19orf44	C19orf44: 	0.182493	-0.865336	0.437677	0.0245947	-0.983006	-0.994455
C19orf53	C19orf53: 	6.16376	5.02034	5.76546	6.30786	5.11644	4.95878
C19orf54	C19orf54: 	2.4445	0.307492	2.83251	2.51866	0.349693	-0.315381
C1GALT1	C1GALT1: 	4.14111	1.59299	4.09123	3.84207	1.50884	1.59127
C1GALT1C1	C1GALT1C1: 	5.8945	2.34244	5.49854	5.86731	2.23895	2.0665
C1QTNF1	C1QTNF1: 	3.05535	-0.96637	3.03122	3.44025	-0.0103963	-1.03734
C1orf105	C1orf105: 	-0.124359	-3.80729	0.281279	-0.592232	-3.40713	-3.70608
C1orf109	C1orf109: 	2.93723	1.77616	2.79671	2.87081	1.52497	1.35587
C1orf112	C1orf112: 	0.788487	-0.837989	1.00742	0.741466	-0.553223	-1.03064
C1orf198	C1orf198: 	1.48833	3.35216	1.68266	1.41354	3.20945	3.27723
C1orf21	C1orf21: 	-0.545941	2.15783	-0.650155	-0.915984	1.77394	1.71521
C1orf210	C1orf210: 	0.699686	3.10548	0.682966	0.601556	3.07199	3.19783
C1orf50	C1orf50: 	1.67383	0.141764	1.56773	1.757	0.156836	0.0270833
C1orf52	C1orf52: 	3.32423	1.82382	3.19303	3.26153	1.48259	1.42572
C1orf68	C1orf68: 	-4.3595	7.37147	-3.77329	-3.21384	6.74818	6.60504
C2	C2: 	1.41248	-0.368731	1.13161	1.16216	-1.15058	-1.18744
C20orf204	C20orf204: 	-2.39188	-5.18375	-3.17764	-2.83119	-4.78359	-5.76061
C22orf39	C22orf39: 	2.01804	0.983692	1.69311	1.90539	0.606243	0.544335
C2CD2	C2CD2: 	1.8721	3.75425	2.03322	1.92175	3.09895	3.84019
C2CD2L	C2CD2L: 	3.27267	2.18687	3.26241	3.43517	2.19957	1.95951
C2CD3	C2CD3: 	3.38029	0.798535	3.36392	3.32937	0.759732	0.469016
C2CD4A	C2CD4A: 	-0.897591	-5.23002	-0.463384	-0.529541	-4.15179	-6.12881
C2CD4D	C2CD4D: 	-1.00209	-3.08454	-0.602963	-0.950405	-2.23061	-3.09879
C2orf16	C2orf16: 	-0.305965	-2.87639	-0.191288	-0.297368	-2.79034	-3.22192
C2orf42	C2orf42: 	1.95074	1.15394	2.12274	2.16777	0.484391	0.556519
C2orf49	C2orf49: 	3.59922	2.03923	3.46784	3.56205	1.72517	1.83535
C2orf76	C2orf76: 	2.60747	1.54658	2.36266	2.73307	0.988557	1.06548
C2orf92	C2orf92: 	-0.215713	-2.52013	0.580715	-0.23998	-4.23545	-3.79743
C3orf35	C3orf35: 	-2.07324	-4.26366	-1.88558	-2.1226	-3.40407	-3.84052
C3orf38	C3orf38: 	4.51696	3.38844	4.41941	4.41267	3.19101	3.31204
C3orf52	C3orf52: 	3.64089	0.526378	3.1931	3.5362	0.784244	0.578957
C3orf62	C3orf62: 	2.24395	0.818666	1.91785	2.1521	0.560713	0.678246
C3orf67	C3orf67: 	0.625825	-1.35113	0.160745	0.465379	-1.27497	-1.15176
C4orf36	C4orf36: 	1.42858	-0.806557	1.39588	1.16294	-0.229522	-0.322017
C5orf15	C5orf15: 	5.54846	3.66232	5.21172	5.50881	3.18082	2.87702
C5orf22	C5orf22: 	3.83956	2.50645	3.64211	3.65659	2.00632	2.01964
C5orf24	C5orf24: 	4.03264	2.43275	3.70577	3.85043	1.89088	1.66215
