ProbeID	GSM4634681	GSM4634685	GSM4634683	GSM4634682	GSM4634686	GSM4634684
BCL11A	0.0	1.0	0.0	0.0	0.0	0.0
BCL2L10	0.0	1.0	0.0	0.0	1.0	1.0
BCL2L11	18.0	1.0	17.0	14.0	1.0	1.0
BCL2L12	14.0	2.0	12.0	16.0	2.0	2.0
BCL2L2	2.0	28.0	2.0	3.0	27.0	29.0
BCL6	11.0	5.0	12.0	11.0	6.0	4.0
BCLAF1	27.0	13.0	29.0	27.0	10.0	9.0
BCLAF3	1.0	0.0	2.0	1.0	0.0	0.0
BCO2	1.0	5.0	1.0	1.0	3.0	4.0
BCRP3	1.0	0.0	1.0	1.0	0.0	0.0
BCS1L	5.0	2.0	5.0	6.0	2.0	2.0
BCYRN1	4.0	20.0	4.0	4.0	25.0	30.0
BDKRB1	0.0	4.0	1.0	0.0	6.0	5.0
BDKRB2	2.0	6.0	3.0	2.0	7.0	6.0
BDNF-AS	1.0	0.0	1.0	1.0	0.0	0.0
BECN1	63.0	30.0	66.0	66.0	30.0	27.0
BEND3P3	1.0	0.0	0.0	0.0	0.0	0.0
BEST1	2.0	0.0	4.0	2.0	0.0	0.0
BEST3	0.0	0.0	0.0	0.0	0.0	0.0
BET1L	21.0	9.0	19.0	21.0	10.0	8.0
BEX2	0.0	2.0	0.0	1.0	1.0	1.0
BEX3	9.0	65.0	9.0	11.0	62.0	52.0
BFAR	18.0	6.0	18.0	19.0	5.0	4.0
BFSP1	3.0	0.0	3.0	2.0	0.0	0.0
BHLHE40-AS1	4.0	0.0	3.0	3.0	0.0	0.0
BHMG1	0.0	0.0	0.0	0.0	0.0	0.0
BICC1	0.0	1.0	0.0	0.0	1.0	1.0
BICD2	19.0	104.0	23.0	21.0	80.0	103.0
BICRAL	4.0	2.0	4.0	3.0	1.0	1.0
BID	8.0	3.0	9.0	11.0	4.0	4.0
BIK	13.0	0.0	10.0	17.0	0.0	0.0
BIN1	0.0	1.0	0.0	0.0	2.0	1.0
BIN3	16.0	7.0	13.0	17.0	7.0	8.0
BIRC2	23.0	10.0	22.0	21.0	9.0	9.0
BIRC5	0.0	1.0	0.0	0.0	1.0	0.0
BLCAP	49.0	21.0	45.0	51.0	21.0	19.0
BLMH	0.0	42.0	1.0	0.0	16.0	28.0
BLOC1S2	40.0	16.0	31.0	36.0	14.0	14.0
BLOC1S4	8.0	3.0	8.0	9.0	3.0	2.0
BLOC1S6	22.0	8.0	18.0	18.0	5.0	5.0
BMI1	4.0	0.0	4.0	4.0	0.0	0.0
BMP1	75.0	11.0	84.0	77.0	16.0	12.0
BMP6	3.0	0.0	2.0	2.0	0.0	0.0
BMPER	0.0	0.0	0.0	0.0	0.0	0.0
BMPR2	22.0	7.0	24.0	18.0	6.0	6.0
BMS1	11.0	5.0	10.0	11.0	5.0	4.0
BNIP1	1.0	3.0	0.0	1.0	2.0	2.0
BNIPL	10.0	53.0	11.0	9.0	61.0	51.0
BOC	0.0	0.0	0.0	0.0	0.0	0.0
BOD1L1	20.0	6.0	19.0	17.0	5.0	6.0
BOLA1	4.0	2.0	4.0	5.0	2.0	2.0
BORCS8-MEF2B	2.0	0.0	2.0	3.0	1.0	1.0
BPGM	32.0	7.0	27.0	31.0	8.0	7.0
BPIFC	0.0	92.0	0.0	0.0	53.0	63.0
BRD2	77.0	28.0	73.0	78.0	29.0	27.0
BRD3	8.0	3.0	10.0	8.0	2.0	2.0
BRD7	30.0	13.0	25.0	25.0	13.0	13.0
BRD8	16.0	8.0	19.0	17.0	7.0	6.0
BRD9	9.0	4.0	10.0	10.0	4.0	3.0
BREA2	1.0	0.0	1.0	1.0	0.0	0.0
BRF1	5.0	2.0	5.0	5.0	2.0	2.0
BRF2	12.0	4.0	11.0	13.0	3.0	3.0
BRIX1	26.0	10.0	23.0	28.0	8.0	8.0
BRMS1	62.0	24.0	54.0	71.0	24.0	21.0
BROX	22.0	11.0	23.0	19.0	9.0	10.0
BRPF1	8.0	4.0	9.0	9.0	4.0	4.0
BRPF3	20.0	7.0	23.0	19.0	7.0	7.0
BRWD1-AS2	0.0	0.0	0.0	0.0	0.0	0.0
BSCL2	12.0	1.0	7.0	11.0	0.0	0.0
BSDC1	30.0	14.0	29.0	31.0	13.0	13.0
BSG	566.0	76.0	522.0	629.0	94.0	83.0
BSPRY	0.0	13.0	1.0	0.0	13.0	12.0
BTBD1	29.0	12.0	25.0	25.0	8.0	9.0
BTC	0.0	0.0	0.0	0.0	0.0	0.0
BTG3	69.0	26.0	54.0	61.0	28.0	22.0
BTN2A1	7.0	3.0	7.0	7.0	3.0	2.0
BTN3A1	12.0	1.0	6.0	7.0	0.0	0.0
BUB1	0.0	1.0	0.0	0.0	1.0	0.0
BUB1B	0.0	1.0	0.0	0.0	1.0	0.0
BUD23	90.0	13.0	71.0	109.0	11.0	12.0
BUD31	102.0	33.0	72.0	97.0	26.0	33.0
C10orf55	1.0	0.0	1.0	2.0	0.0	0.0
C10orf99	0.0	43.0	0.0	0.0	66.0	31.0
C11orf1	4.0	1.0	3.0	4.0	1.0	1.0
C11orf65	0.0	0.0	0.0	0.0	0.0	0.0
C11orf68	20.0	8.0	20.0	25.0	7.0	9.0
C11orf74	7.0	3.0	5.0	6.0	2.0	2.0
C11orf91	6.0	0.0	5.0	6.0	0.0	0.0
C12orf43	5.0	1.0	5.0	6.0	2.0	1.0
C12orf49	12.0	4.0	11.0	12.0	4.0	4.0
C12orf56	0.0	1.0	0.0	0.0	0.0	1.0
C12orf57	25.0	13.0	24.0	29.0	8.0	8.0
C12orf60	3.0	0.0	2.0	2.0	0.0	0.0
C12orf65	4.0	2.0	3.0	4.0	1.0	1.0
C12orf66	1.0	0.0	1.0	1.0	0.0	0.0
C12orf75	1.0	5.0	1.0	2.0	7.0	5.0
C12orf76	3.0	0.0	3.0	3.0	0.0	0.0
C12orf80	1.0	0.0	1.0	1.0	0.0	0.0
C14orf93	2.0	1.0	2.0	2.0	0.0	0.0
C15orf39	46.0	5.0	48.0	45.0	6.0	6.0
C15orf56	0.0	0.0	0.0	0.0	0.0	0.0
C16orf46	0.0	0.0	0.0	1.0	0.0	0.0
C16orf58	16.0	9.0	18.0	18.0	8.0	8.0
C16orf71	0.0	0.0	0.0	0.0	0.0	0.0
C16orf74	1.0	4.0	1.0	1.0	5.0	5.0
C17orf100	2.0	0.0	3.0	2.0	1.0	0.0
C17orf75	3.0	1.0	3.0	3.0	1.0	1.0
C18orf21	12.0	7.0	12.0	16.0	5.0	5.0
C18orf32	0.0	0.0	0.0	0.0	0.0	0.0
C19orf38	2.0	0.0	2.0	1.0	0.0	0.0
C19orf44	1.0	0.0	1.0	1.0	0.0	0.0
C19orf53	71.0	32.0	54.0	79.0	34.0	31.0
C19orf54	5.0	1.0	7.0	5.0	1.0	0.0
C1GALT1	17.0	3.0	17.0	14.0	2.0	3.0
C1GALT1C1	59.0	5.0	45.0	58.0	4.0	4.0
C1QTNF1	8.0	0.0	8.0	10.0	0.0	0.0
C1orf105	0.0	0.0	1.0	0.0	0.0	0.0
C1orf109	7.0	3.0	6.0	7.0	2.0	2.0
C1orf112	1.0	0.0	2.0	1.0	0.0	0.0
C1orf198	2.0	10.0	3.0	2.0	9.0	9.0
C1orf21	0.0	4.0	0.0	0.0	3.0	3.0
C1orf210	1.0	8.0	1.0	1.0	8.0	9.0
C1orf50	3.0	1.0	2.0	3.0	1.0	1.0
C1orf52	10.0	3.0	9.0	9.0	2.0	2.0
C1orf68	0.0	165.0	0.0	0.0	107.0	97.0
C2	2.0	0.0	2.0	2.0	0.0	0.0
C20orf204	0.0	0.0	0.0	0.0	0.0	0.0
C22orf39	4.0	1.0	3.0	3.0	1.0	1.0
C2CD2	3.0	13.0	4.0	3.0	8.0	14.0
C2CD2L	9.0	4.0	9.0	10.0	4.0	3.0
C2CD3	10.0	1.0	10.0	10.0	1.0	1.0
C2CD4A	0.0	0.0	0.0	0.0	0.0	0.0
C2CD4D	0.0	0.0	0.0	0.0	0.0	0.0
C2orf16	0.0	0.0	0.0	0.0	0.0	0.0
C2orf42	3.0	2.0	4.0	4.0	1.0	1.0
C2orf49	12.0	4.0	11.0	11.0	3.0	3.0
C2orf76	6.0	2.0	5.0	6.0	1.0	2.0
C2orf92	0.0	0.0	1.0	0.0	0.0	0.0
C3orf35	0.0	0.0	0.0	0.0	0.0	0.0
C3orf38	22.0	10.0	21.0	21.0	9.0	9.0
C3orf52	12.0	1.0	9.0	11.0	1.0	1.0
C3orf62	4.0	1.0	3.0	4.0	1.0	1.0
C3orf67	1.0	0.0	1.0	1.0	0.0	0.0
C4orf36	2.0	0.0	2.0	2.0	0.0	0.0
C5orf15	46.0	12.0	37.0	45.0	9.0	7.0
C5orf22	14.0	5.0	12.0	12.0	4.0	4.0
C5orf24	16.0	5.0	13.0	14.0	3.0	3.0
C6orf132	16.0	42.0	18.0	16.0	45.0	53.0
C6orf136	8.0	2.0	9.0	8.0	2.0	2.0
C6orf141	2.0	5.0	2.0	2.0	7.0	4.0
C6orf223	0.0	0.0	0.0	0.0	0.0	0.0
C6orf226	4.0	1.0	3.0	4.0	1.0	1.0
C6orf52	5.0	0.0	4.0	5.0	0.0	0.0
C6orf89	26.0	9.0	24.0	26.0	8.0	9.0
C7orf26	9.0	4.0	8.0	9.0	3.0	3.0
C7orf61	1.0	0.0	2.0	2.0	0.0	0.0
C8orf33	23.0	7.0	21.0	25.0	7.0	8.0
C8orf44	0.0	0.0	0.0	0.0	0.0	0.0
C8orf44-SGK3	0.0	0.0	0.0	0.0	0.0	0.0
C8orf48	1.0	0.0	1.0	1.0	0.0	0.0
C8orf58	2.0	6.0	2.0	2.0	4.0	4.0
C8orf76	15.0	7.0	13.0	15.0	6.0	7.0
C9orf43	1.0	0.0	1.0	1.0	0.0	0.0
C9orf78	58.0	17.0	45.0	59.0	14.0	13.0
CA12	0.0	9.0	0.0	0.0	14.0	12.0
CA3-AS1	3.0	0.0	2.0	2.0	0.0	0.0
CA5BP1-CA5B	0.0	0.0	0.0	0.0	0.0	0.0
CABIN1	9.0	4.0	10.0	9.0	3.0	2.0
CABLES2	7.0	1.0	7.0	7.0	1.0	1.0
CABYR	2.0	0.0	1.0	1.0	0.0	0.0
CACFD1	16.0	4.0	18.0	19.0	6.0	5.0
CACNB1	0.0	1.0	0.0	0.0	0.0	0.0
CACNB3	1.0	6.0	2.0	2.0	7.0	5.0
CACTIN	8.0	3.0	9.0	10.0	4.0	4.0
CADM4	5.0	11.0	3.0	4.0	9.0	9.0
CALB2	0.0	18.0	0.0	0.0	28.0	31.0
CALML3	11.0	127.0	14.0	11.0	122.0	93.0
CALML3-AS1	8.0	3.0	9.0	5.0	2.0	3.0
CALML4	2.0	0.0	1.0	1.0	0.0	0.0
CALML5	18.0	965.0	24.0	20.0	1137.0	1690.0
CALU	36.0	11.0	32.0	34.0	12.0	9.0
CAMK1D	0.0	5.0	0.0	0.0	3.0	5.0
CAMK2N1	217.0	8.0	174.0	206.0	14.0	13.0
CAMKK1	0.0	1.0	0.0	0.0	1.0	1.0
CAMKK2	6.0	3.0	6.0	5.0	2.0	2.0
CAMSAP1	17.0	7.0	17.0	15.0	8.0	8.0
CANT1	40.0	14.0	40.0	43.0	16.0	17.0
CAP2	0.0	2.0	1.0	0.0	2.0	2.0
CAPG	11.0	60.0	11.0	13.0	65.0	52.0
CAPN10	5.0	2.0	5.0	6.0	3.0	2.0
CAPN10-DT	1.0	0.0	1.0	1.0	0.0	0.0
CAPN2	174.0	63.0	195.0	173.0	64.0	70.0
CAPNS2	1.0	43.0	1.0	1.0	43.0	38.0
CAPRIN1	70.0	27.0	73.0	61.0	23.0	22.0
CAPZA2	37.0	14.0	32.0	33.0	12.0	13.0
CARD14	1.0	5.0	1.0	1.0	4.0	6.0
CARD18	4.0	52.0	9.0	4.0	50.0	62.0
CARD6	1.0	6.0	2.0	1.0	8.0	7.0
CARMIL3	0.0	1.0	0.0	0.0	0.0	0.0
CASC15	0.0	0.0	0.0	0.0	1.0	0.0
CASC4	13.0	6.0	12.0	11.0	4.0	5.0
CASC8	0.0	0.0	0.0	0.0	0.0	0.0
CASKIN2	7.0	2.0	10.0	9.0	3.0	2.0
CASP1	4.0	9.0	3.0	5.0	11.0	9.0
CASP10	4.0	1.0	4.0	4.0	1.0	1.0
CASP14	0.0	82.0	0.0	0.0	51.0	50.0
CASP2	12.0	3.0	14.0	12.0	4.0	3.0
CASP3	42.0	11.0	35.0	37.0	12.0	10.0
CASP6	18.0	5.0	16.0	18.0	5.0	4.0
CASP7	49.0	3.0	42.0	46.0	4.0	3.0
CASP8AP2	4.0	2.0	5.0	4.0	2.0	2.0
CASP9	4.0	2.0	3.0	4.0	1.0	1.0
CASQ2	0.0	0.0	0.0	0.0	0.0	0.0
CASTOR3	9.0	1.0	8.0	7.0	1.0	1.0
CAT	47.0	26.0	50.0	49.0	17.0	15.0
CATSPERB	0.0	0.0	0.0	0.0	0.0	0.0
CATSPERG	0.0	0.0	1.0	0.0	0.0	0.0
CAV2	50.0	21.0	50.0	52.0	21.0	19.0
CAVIN1	9.0	42.0	13.0	16.0	59.0	47.0
CBARP	0.0	1.0	0.0	0.0	1.0	1.0
CBFA2T2	4.0	2.0	5.0	3.0	2.0	1.0
CBFB	23.0	11.0	20.0	20.0	8.0	8.0
CBLB	4.0	1.0	5.0	4.0	1.0	1.0
CBLC	2.0	24.0	2.0	3.0	34.0	39.0
CBLN3	3.0	0.0	3.0	3.0	0.0	0.0
CBR1	6.0	17.0	5.0	7.0	24.0	23.0
CBR3-AS1	3.0	1.0	3.0	3.0	1.0	1.0
CBR4	12.0	3.0	10.0	10.0	3.0	3.0
CBSL	0.0	1.0	0.0	0.0	0.0	1.0
CBX1	34.0	15.0	28.0	29.0	12.0	12.0
CBX2	0.0	1.0	0.0	0.0	1.0	1.0
CBX3P2	1.0	0.0	1.0	2.0	0.0	0.0
CBX5	9.0	3.0	10.0	9.0	2.0	2.0
CBX6	46.0	2.0	47.0	45.0	1.0	1.0
CBX7	7.0	1.0	5.0	7.0	1.0	0.0
CBY1	21.0	10.0	19.0	22.0	8.0	8.0
CC2D2A	0.0	0.0	0.0	0.0	0.0	0.0
CCAR1	30.0	15.0	33.0	26.0	14.0	13.0
CCAR2	35.0	13.0	35.0	38.0	11.0	10.0
CCBE1	0.0	0.0	0.0	0.0	0.0	0.0
CCDC102A	0.0	0.0	0.0	0.0	0.0	0.0
CCDC103	1.0	0.0	1.0	1.0	0.0	0.0
CCDC121	2.0	0.0	2.0	2.0	0.0	0.0
CCDC122	2.0	0.0	2.0	2.0	0.0	0.0
CCDC125	6.0	2.0	6.0	5.0	1.0	2.0
CCDC13	1.0	0.0	1.0	1.0	0.0	0.0
CCDC134	5.0	1.0	4.0	5.0	1.0	0.0
CCDC142	5.0	1.0	5.0	5.0	2.0	2.0
CCDC146	2.0	0.0	3.0	2.0	0.0	0.0
CCDC149	2.0	1.0	2.0	2.0	0.0	0.0
CCDC15	1.0	0.0	1.0	1.0	0.0	0.0
CCDC154	0.0	0.0	0.0	0.0	0.0	0.0
CCDC163	1.0	0.0	1.0	1.0	0.0	0.0
CCDC183-AS1	6.0	0.0	6.0	6.0	1.0	1.0
CCDC186	18.0	8.0	19.0	15.0	7.0	8.0
CCDC189	1.0	0.0	1.0	2.0	0.0	0.0
CCDC28A	15.0	5.0	13.0	15.0	4.0	4.0
CCDC3	0.0	3.0	0.0	0.0	5.0	2.0
CCDC32	5.0	1.0	4.0	5.0	1.0	1.0
CCDC33	0.0	0.0	0.0	0.0	0.0	0.0
CCDC43	26.0	9.0	22.0	24.0	10.0	10.0
CCDC50	11.0	3.0	14.0	11.0	3.0	4.0
CCDC51	14.0	6.0	14.0	15.0	6.0	5.0
CCDC57	2.0	0.0	3.0	2.0	0.0	0.0
CCDC59	14.0	6.0	10.0	14.0	5.0	4.0
CCDC65	0.0	0.0	0.0	0.0	0.0	0.0
CCDC66	5.0	1.0	4.0	4.0	1.0	1.0
CCDC77	3.0	1.0	3.0	3.0	1.0	0.0
CCDC8	0.0	2.0	0.0	0.0	4.0	3.0
CCDC80	13.0	4.0	17.0	14.0	4.0	4.0
CCDC82	8.0	1.0	8.0	8.0	1.0	1.0
CCDC85C	3.0	7.0	3.0	3.0	7.0	8.0
CCDC87	2.0	0.0	2.0	1.0	0.0	0.0
CCDC88C	0.0	2.0	0.0	0.0	2.0	2.0
CCDC90B	15.0	5.0	14.0	16.0	4.0	4.0
CCDC91	15.0	7.0	15.0	14.0	6.0	6.0
CCDC92	15.0	3.0	14.0	16.0	4.0	3.0
CCDC93	15.0	5.0	17.0	14.0	5.0	5.0
CCDC96	5.0	2.0	5.0	5.0	1.0	1.0
CCDC97	15.0	6.0	16.0	16.0	6.0	5.0
CCL27	1.0	0.0	1.0	1.0	0.0	0.0
CCN2	101.0	11.0	118.0	94.0	14.0	27.0
CCN4	0.0	0.0	0.0	0.0	0.0	0.0
CCNA1	0.0	1.0	0.0	0.0	1.0	1.0
CCNA2	0.0	2.0	0.0	0.0	2.0	1.0
CCNB2	0.0	3.0	0.0	0.0	3.0	2.0
CCND1	88.0	14.0	80.0	82.0	12.0	14.0
CCND2	0.0	8.0	0.0	1.0	7.0	7.0
CCNDBP1	27.0	11.0	25.0	28.0	13.0	14.0
CCNG1	32.0	13.0	26.0	28.0	7.0	8.0
CCNJ	4.0	2.0	3.0	3.0	1.0	1.0
CCNK	23.0	9.0	23.0	21.0	8.0	9.0
CCNT1	14.0	5.0	13.0	12.0	4.0	4.0
CCNT2	7.0	4.0	9.0	7.0	3.0	3.0
CCNT2-AS1	2.0	0.0	1.0	2.0	0.0	0.0
CCNY	12.0	7.0	11.0	12.0	5.0	5.0
CCNYL1	15.0	5.0	14.0	13.0	6.0	5.0
CCP110	9.0	2.0	9.0	8.0	1.0	1.0
CCPG1	16.0	7.0	14.0	15.0	4.0	5.0
CCR10	0.0	0.0	1.0	0.0	0.0	0.0
CCR7	0.0	0.0	0.0	0.0	0.0	0.0
CCS	18.0	10.0	20.0	21.0	9.0	8.0
CCSAP	1.0	5.0	1.0	0.0	3.0	3.0
CCT6B	3.0	0.0	3.0	3.0	0.0	0.0
CCZ1	28.0	7.0	24.0	24.0	7.0	7.0
CCZ1B	70.0	19.0	55.0	66.0	19.0	18.0
CD109	28.0	4.0	28.0	26.0	5.0	2.0
CD151	187.0	47.0	160.0	217.0	53.0	43.0
CD163L1	0.0	0.0	0.0	0.0	0.0	0.0
CD164	221.0	46.0	176.0	195.0	41.0	38.0
CD248	0.0	0.0	0.0	0.0	0.0	0.0
CD27-AS1	3.0	0.0	3.0	3.0	0.0	0.0
CD274	14.0	2.0	11.0	14.0	2.0	2.0
CD2AP	41.0	19.0	40.0	34.0	15.0	18.0
CD36	0.0	9.0	0.0	0.0	5.0	4.0
CD46	223.0	33.0	195.0	190.0	35.0	32.0
CD5	0.0	0.0	0.0	0.0	0.0	0.0
CD55	76.0	28.0	72.0	71.0	23.0	28.0
CD58	18.0	5.0	13.0	16.0	5.0	4.0
CD59	334.0	53.0	290.0	341.0	59.0	61.0
CD63	332.0	83.0	213.0	348.0	61.0	67.0
CD70	3.0	0.0	2.0	1.0	0.0	0.0
CD79A	0.0	0.0	1.0	0.0	0.0	0.0
CD99	41.0	5.0	30.0	42.0	7.0	6.0
CD99P1	2.0	0.0	1.0	2.0	1.0	1.0
CDA	32.0	105.0	49.0	39.0	111.0	115.0
CDC20	0.0	5.0	0.0	0.0	7.0	4.0
CDC40	14.0	6.0	13.0	13.0	4.0	5.0
CDC42BPB	51.0	21.0	56.0	48.0	24.0	26.0
CDC42BPG	52.0	8.0	51.0	62.0	11.0	9.0
CDC42EP3	27.0	5.0	27.0	26.0	1.0	3.0
CDC5L	19.0	8.0	18.0	17.0	6.0	7.0
CDC73	15.0	8.0	16.0	14.0	6.0	6.0
CDCA2	0.0	2.0	0.0	0.0	1.0	1.0
CDCA5	0.0	1.0	0.0	0.0	1.0	1.0
CDCA7	0.0	1.0	0.0	0.0	1.0	0.0
CDCP1	54.0	18.0	53.0	52.0	19.0	25.0
CDH26	0.0	1.0	0.0	0.0	0.0	0.0
CDHR1	0.0	3.0	0.0	0.0	5.0	3.0
CDHR2	8.0	0.0	8.0	7.0	0.0	0.0
CDIP1	68.0	11.0	64.0	65.0	7.0	10.0
CDIPT	41.0	20.0	43.0	48.0	17.0	16.0
CDK1	0.0	2.0	0.0	0.0	3.0	1.0
CDK11A	14.0	4.0	15.0	14.0	4.0	4.0
CDK11B	39.0	13.0	39.0	41.0	13.0	13.0
CDK13	11.0	5.0	12.0	10.0	4.0	4.0
CDK16	29.0	9.0	30.0	29.0	11.0	9.0
CDK18	0.0	1.0	0.0	0.0	2.0	1.0
CDK19	7.0	3.0	7.0	6.0	3.0	3.0
CDK2AP2	19.0	5.0	18.0	21.0	8.0	5.0
CDK5	19.0	6.0	17.0	21.0	7.0	5.0
CDK5RAP1	19.0	6.0	19.0	20.0	6.0	5.0
CDK5RAP3	38.0	12.0	52.0	41.0	17.0	11.0
CDK6	14.0	6.0	15.0	12.0	6.0	6.0
CDK9	29.0	14.0	28.0	31.0	14.0	13.0
CDKAL1	4.0	2.0	4.0	3.0	2.0	1.0
CDKL3	2.0	0.0	2.0	2.0	0.0	0.0
CDKN1A	545.0	127.0	543.0	572.0	146.0	177.0
CDKN1B	57.0	17.0	57.0	49.0	20.0	24.0
CDKN2A	16.0	1.0	11.0	15.0	1.0	1.0
CDKN2AIP	21.0	8.0	22.0	18.0	7.0	8.0
CDKN2AIPNL	6.0	2.0	5.0	6.0	2.0	1.0
CDKN2B	160.0	25.0	138.0	146.0	37.0	24.0
CDKN2B-AS1	1.0	0.0	1.0	1.0	0.0	0.0
CDKN2D	12.0	3.0	9.0	12.0	3.0	3.0
CDNF	6.0	0.0	5.0	5.0	0.0	0.0
CDPF1	3.0	1.0	2.0	3.0	0.0	0.0
CDR2	4.0	2.0	5.0	5.0	2.0	1.0
CDR2L	0.0	3.0	1.0	1.0	4.0	4.0
CDRT4	0.0	0.0	0.0	0.0	0.0	0.0
CDS2	7.0	2.0	6.0	7.0	1.0	1.0
CDSN	82.0	1448.0	152.0	93.0	1171.0	1572.0
CDT1	0.0	0.0	0.0	0.0	1.0	0.0
CDYL	44.0	17.0	46.0	40.0	18.0	22.0
CEACAM7	0.0	1.0	0.0	0.0	2.0	1.0
CEBPA	5.0	29.0	5.0	7.0	36.0	41.0
CEBPA-DT	0.0	0.0	0.0	0.0	0.0	0.0
CEBPB	5.0	21.0	6.0	7.0	22.0	25.0
CEBPD	1.0	11.0	1.0	1.0	17.0	23.0
CEBPZ	31.0	13.0	29.0	30.0	11.0	11.0
CEBPZOS	22.0	6.0	17.0	21.0	5.0	4.0
CECR7	0.0	0.0	0.0	0.0	0.0	0.0
CEL	7.0	0.0	8.0	6.0	0.0	0.0
CELF1	11.0	5.0	11.0	11.0	5.0	3.0
CELSR2	8.0	32.0	11.0	8.0	37.0	37.0
CEMIP	0.0	6.0	0.0	0.0	3.0	6.0
CEMIP2	46.0	4.0	43.0	43.0	4.0	4.0
CENPBD1	6.0	3.0	5.0	6.0	2.0	2.0
CENPBD1P1	9.0	3.0	9.0	9.0	3.0	3.0
CENPC	5.0	1.0	6.0	4.0	1.0	1.0
CENPF	0.0	1.0	0.0	0.0	1.0	0.0
CENPK	0.0	0.0	0.0	0.0	0.0	0.0
CENPM	0.0	0.0	0.0	0.0	0.0	0.0
CENPQ	6.0	1.0	6.0	5.0	1.0	1.0
CENPW	0.0	0.0	0.0	0.0	0.0	0.0
CEP104	10.0	3.0	9.0	9.0	3.0	3.0
CEP120	7.0	1.0	6.0	6.0	1.0	1.0
CEP135	1.0	0.0	1.0	1.0	0.0	0.0
CEP152	1.0	0.0	2.0	1.0	0.0	0.0
CEP250	4.0	1.0	4.0	3.0	1.0	1.0
CEP290	2.0	1.0	2.0	2.0	0.0	0.0
CEP41	3.0	0.0	3.0	3.0	0.0	0.0
CEP44	3.0	1.0	3.0	3.0	1.0	1.0
CEP63	4.0	1.0	4.0	3.0	1.0	1.0
CEP68	11.0	1.0	12.0	9.0	1.0	1.0
CEP76	9.0	3.0	8.0	6.0	2.0	3.0
CEP89	7.0	1.0	7.0	7.0	1.0	1.0
CEP97	3.0	2.0	4.0	3.0	1.0	1.0
CEPT1	24.0	9.0	21.0	22.0	7.0	8.0
CERK	3.0	10.0	5.0	3.0	8.0	10.0
CERNA1	1.0	0.0	1.0	1.0	0.0	0.0
CERNA2	0.0	0.0	0.0	0.0	1.0	1.0
CERS2	50.0	14.0	46.0	51.0	11.0	10.0
CERS3	4.0	76.0	6.0	4.0	68.0	80.0
CERS4	0.0	16.0	0.0	0.0	20.0	15.0
CERS5	4.0	2.0	4.0	4.0	2.0	1.0
CERS6	15.0	4.0	18.0	13.0	4.0	4.0
CERT1	24.0	13.0	26.0	22.0	10.0	12.0
CES3	0.0	0.0	0.0	0.0	0.0	0.0
CETN2	54.0	21.0	45.0	53.0	23.0	21.0
CFAP20	24.0	7.0	19.0	24.0	8.0	7.0
CFAP298	9.0	3.0	8.0	9.0	3.0	3.0
CFAP43	0.0	0.0	0.0	0.0	0.0	0.0
CFAP53	2.0	0.0	1.0	2.0	0.0	0.0
CFAP58	0.0	0.0	0.0	0.0	0.0	0.0
CFAP58-DT	0.0	0.0	0.0	0.0	0.0	1.0
CFAP69	2.0	0.0	1.0	1.0	0.0	0.0
CFAP70	1.0	0.0	1.0	1.0	0.0	0.0
CFAP99	0.0	0.0	0.0	0.0	0.0	0.0
CFDP1	39.0	18.0	36.0	39.0	15.0	15.0
CFL1	901.0	298.0	777.0	941.0	327.0	292.0
CFL2	8.0	4.0	7.0	7.0	3.0	3.0
CGB3	0.0	0.0	0.0	0.0	0.0	0.0
CGB5	0.0	0.0	0.0	1.0	0.0	0.0
CGN	32.0	13.0	30.0	32.0	11.0	13.0
CGNL1	2.0	3.0	2.0	1.0	4.0	5.0
CHAC1	3.0	19.0	3.0	4.0	33.0	45.0
CHADL	0.0	0.0	0.0	0.0	0.0	0.0
CHAF1A	4.0	2.0	5.0	4.0	2.0	2.0
CHCHD10	0.0	4.0	0.0	0.0	2.0	3.0
CHCHD3	16.0	7.0	13.0	16.0	7.0	6.0
CHCHD4	8.0	2.0	6.0	8.0	1.0	1.0
CHCHD7	15.0	4.0	15.0	17.0	3.0	3.0
CHD1	9.0	5.0	10.0	8.0	3.0	4.0
CHD1L	2.0	5.0	2.0	2.0	5.0	4.0
CHD3	31.0	15.0	34.0	29.0	14.0	11.0
CHD6	10.0	2.0	9.0	8.0	1.0	1.0
CHDH	0.0	0.0	0.0	0.0	0.0	0.0
CHERP	15.0	6.0	17.0	14.0	7.0	7.0
CHID1	22.0	5.0	19.0	24.0	5.0	5.0
CHM	8.0	4.0	8.0	7.0	3.0	4.0
CHML	4.0	0.0	2.0	3.0	0.0	0.0
CHMP1A	70.0	33.0	73.0	83.0	39.0	39.0
CHMP1B	184.0	60.0	158.0	174.0	50.0	72.0
CHMP7	15.0	7.0	13.0	15.0	5.0	6.0
CHP2	0.0	7.0	0.0	1.0	5.0	5.0
CHPF	37.0	10.0	48.0	59.0	17.0	15.0
CHPF2	26.0	12.0	27.0	28.0	15.0	12.0
CHRNA3	0.0	0.0	0.0	0.0	0.0	0.0
CHRNA9	0.0	13.0	0.0	0.0	3.0	4.0
CHST12	0.0	0.0	0.0	0.0	0.0	0.0
CHST2	0.0	5.0	0.0	0.0	1.0	3.0
CHST6	0.0	0.0	0.0	0.0	0.0	0.0
CHTF8	18.0	8.0	16.0	19.0	6.0	6.0
CHUK	21.0	8.0	18.0	18.0	6.0	6.0
CHURC1-FNTB	11.0	4.0	9.0	11.0	4.0	3.0
